2024-07-03 16:49:37.535 [info] Log level: Info
2024-07-03 16:49:37.535 [info] Validating found git in: "git"
2024-07-03 16:49:37.535 [info] Using git "2.45.2" from "git"
2024-07-03 16:49:37.536 [info] > git rev-parse --show-toplevel [7ms]
2024-07-03 16:49:38.301 [info] > git rev-parse --show-toplevel [32ms]
2024-07-03 16:49:38.334 [info] > git rev-parse --show-toplevel [6ms]
2024-07-03 16:49:40.830 [info] > git rev-parse --show-toplevel [5ms]
2024-07-03 16:54:17.430 [info] > git rev-parse --show-toplevel [4ms]
2024-07-03 16:54:21.635 [info] > git rev-parse --show-toplevel [4ms]
2024-07-03 16:55:59.211 [info] > git rev-parse --show-toplevel [5ms]
2024-07-03 16:56:01.514 [info] > git rev-parse --show-toplevel [9ms]
2024-07-03 17:08:00.316 [info] > git rev-parse --show-toplevel [5ms]
2024-07-03 17:08:08.585 [info] > git rev-parse --show-toplevel [6ms]
2024-07-03 17:08:08.585 [info] fatal: not a git repository (or any of the parent directories): .git
2024-07-03 17:08:17.603 [info] > git rev-parse --show-toplevel [5ms]
2024-07-03 17:08:26.338 [info] > git rev-parse --show-toplevel [4ms]
